"","departement","commune","unit.type","location","latitude","longitude","start.date","sheep.measuring.units","sheep.susceptible","sheep.cases","sheep.deaths","sheep.destroyed","sheep.slaughtered","cattle.measuring.units","cattle.susceptible","cattle.cases","cattle.deaths","cattle.destroyed","cattle.slaughtered","goat.measuring.units","goat.susceptible","goat.cases","goat.deaths","goat.destroyed","goat.slaughtered","remark"
"802","INDRE","Orsennes","Farm","Orsennes",46.483333,1.683333,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"803","SEINE-MARITIME","Bénouville","Farm","Bénouville",49.716667,0.25,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"804","HAUTE-VIENNE","Lussac-les-Églises","Farm","Lussac-les-Églises",46.35,1.183333,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"805","AIN","Boz","Farm","Boz",46.4,4.9,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"806","LOIR-ET-CHER","CHEVERNY","Farm","CHEVERNY",47.5,1.466667,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"807","CÔTE-D'OR","Mavilly-Mandelot","Farm","Mavilly-Mandelot",47.05,4.733333,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"808","LOIRET","Saint-Denis-de l'Hôtel","Farm","Saint-Denis-de l'Hôtel",47.866667,2.116667,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"809","INDRE","Pouligny-Saint-Pierre","Farm","Pouligny-Saint-Pierre",46.683333,1.033333,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"810","SAÔNE-ET-LOIRE","Dracy-Saint-Loup","Farm","Dracy-Saint-Loup",47.016667,4.333333,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"811","INDRE","Luçay-le-Mâle","Farm","Luçay-le-Mâle",47.116667,1.433333,"01/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"812","MANCHE","Gouberville","Farm","Gouberville",49.683333,-1.316667,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"813","PAS-DE-CALAIS","Alincthun","Farm","Alincthun",50.733333,1.8,"01/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"814","OISE","HANNACHES","Farm","HANNACHES",49.5,1.816667,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"815","PAS-DE-CALAIS","Créquy","Farm","Créquy",50.483333,2.05,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"816","INDRE","Lignac","Farm","Lignac",46.466667,1.216667,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"817","ARDENNES","Escombres-et-le-Chesnois","Farm","Escombres-et-le-Chesnois",49.7,5.116667,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"818","VIENNE","AVAILLES-LIMOUZINE","Farm","AVAILLES-LIMOUZINE",46.116667,0.65,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"819","CHARENTE","Empuré","Farm","Empuré",46.016667,0.05,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"820","CÔTE-D'OR","Chailly-sur-Armançon","Farm","Chailly-sur-Armançon",47.266667,4.483333,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"821","HAUTE-VIENNE","Oradour-Saint-Genest","Farm","Oradour-Saint-Genest",46.233333,1.033333,"01/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"822","HAUTE-VIENNE","Saint-Bonnet-de-Bellac","Farm","Saint-Bonnet-de-Bellac",46.166667,0.95,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"823","CHARENTE","Genouillac","Farm","Genouillac",45.85,0.566667,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"824","RHÔNE","Limonest","Farm","Limonest",45.833333,4.766667,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"825","HAUTE-VIENNE","PEYRILHAC","Farm","PEYRILHAC",45.95,1.133333,"02/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"826","NIÈVRE","AZY-LE-VIF","Farm","AZY-LE-VIF",46.783333,3.233333,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"827","DEUX-SÈVRES","FAYE-L'ABBESSE","Farm","FAYE-L'ABBESSE",46.833333,-0.35,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"828","HAUTE-VIENNE","Arnac-la-Poste","Farm","Arnac-la-Poste",46.266667,1.383333,"02/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"829","VIENNE","SAINT-LEOMER","Farm","SAINT-LEOMER",46.433333,1,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"830","ORNE","Vimoutiers","Farm","Vimoutiers",48.916667,0.2,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"831","VIENNE","CHATEAU-GARNIER","Farm","CHATEAU-GARNIER",46.266667,0.416667,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"832","DEUX-SÈVRES","La Ferrière-en-Parthenay","Farm","La Ferrière-en-Parthenay",46.666667,-0.083333,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"833","MEURTHE-ET-MOSELLE","Atton","Farm","Atton",48.9,6.083333,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"834","HAUTE-VIENNE","Saint-Léger-Magnazeix","Farm","Saint-Léger-Magnazeix",46.283333,1.25,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"835","AISNE","Marchais-en-Brie","Farm","Marchais-en-Brie",48.883333,3.483333,"02/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"836","SAÔNE-ET-LOIRE","La Vineuse","Farm","La Vineuse",46.466667,4.6,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"837","HAUTE-VIENNE","Magnac-Laval","Farm","Magnac-Laval",46.216667,1.166667,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"838","CALVADOS","Fraignot-et-Vesvrotte","Farm","Fraignot-et-Vesvrotte",47.65,4.933333,"02/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"839","VIENNE","LAVAUSSEAU","Farm","LAVAUSSEAU",46.55,0.083333,"02/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"840","MEURTHE-ET-MOSELLE","VILLEY-SAINT-ETIENNE","Farm","VILLEY-SAINT-ETIENNE",48.733333,5.983333,"02/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"841","SEINE-MARITIME","Biville-la-Baignarde","Farm","Biville-la-Baignarde",49.716667,1.05,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"842","VIENNE","LATHUS-SAINT-REMY","Farm","LATHUS-SAINT-REMY",46.383333,0.883333,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"843","ORNE","Éperrais","Farm","Éperrais",48.416667,0.55,"02/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"844","NORD","Roussy-le-Village","Farm","Roussy-le-Village",49.45,6.166667,"03/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"845","HAUTE-VIENNE","Chamboret","Farm","Chamboret",46,1.133333,"03/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"846","CÔTE-D'OR","Fontangy","Farm","Fontangy",47.35,4.35,"03/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"847","VIENNE","Pressac","Farm","Pressac",46.116667,0.566667,"03/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"848","MANCHE","AUXAIS","Farm","AUXAIS",49.216667,-1.283333,"03/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"849","HAUTE-VIENNE","Balledent","Farm","Balledent",46.116667,1.216667,"03/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"850","INDRE","Dunet","Farm","Dunet",46.466667,1.3,"03/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"851","DEUX-SÈVRES","Caunay","Farm","Caunay",46.2,0.083333,"03/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"852","SEINE-MARITIME","Canville-les-Deux-Églises","Farm","Canville-les-Deux-Églises",49.766667,0.833333,"03/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"853","CÔTE-D'OR","Liernais","Farm","Liernais",47.2,4.283333,"03/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"854","INDRE","SAINT-MICHEL-EN-BRENNE","Farm","SAINT-MICHEL-EN-BRENNE",46.8,1.166667,"03/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"855","YONNE","Domecy-sur-Cure","Farm","Domecy-sur-Cure",47.4,3.8,"03/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"856","EURE","Fleury-la-Forêt","Farm","Fleury-la-Forêt",49.416667,1.55,"03/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"857","INDRE","Saint-Août","Farm","Saint-Août",46.716667,1.966667,"04/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"858","NORD","Awoingt","Farm","Awoingt",50.15,3.283333,"04/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"859","VIENNE","ADRIERS","Farm","ADRIERS",46.25,0.8,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"860","VIENNE","GOUEX","Farm","GOUEX",46.366667,0.683333,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"861","CÔTE-D'OR","Époisses","Farm","Époisses",47.5,4.166667,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"862","VOSGES","Les Thons","Farm","Les Thons",47.983333,5.883333,"04/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"863","MEURTHE-ET-MOSELLE","Gerbéviller","Farm","Gerbéviller",48.5,6.516667,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"864","VIENNE","CHATEAU-GARNIER","Farm","CHATEAU-GARNIER",46.266667,0.416667,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"865","MANCHE","LE MESNIL-ROGUES","Farm","LE MESNIL-ROGUES",48.866667,-1.383333,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"866","INDRE","VILLENTROIS","Farm","VILLENTROIS",47.183333,1.466667,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"867","VIENNE","PLAISANCE","Farm","PLAISANCE",46.333333,0.866667,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"868","CHARENTE","Lessac","Farm","Lessac",46.066667,0.666667,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"869","VIENNE","BRIGUEIL-LE-CHANTRE","Farm","BRIGUEIL-LE-CHANTRE",46.4,1.083333,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"870","VIENNE","PAYROUX","Farm","PAYROUX",46.216667,0.483333,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"871","AISNE","Origny-Sainte-Benoîte","Farm","Origny-Sainte-Benoîte",49.833333,3.5,"04/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"872","HAUTE-VIENNE","Peyrat-de-Bellac","Farm","Peyrat-de-Bellac",46.15,1.033333,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"873","INDRE","NURET-LE-FERRON","Farm","NURET-LE-FERRON",46.666667,1.433333,"04/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"874","MANCHE","CARQUEBUT","Farm","CARQUEBUT",49.366667,-1.333333,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"875","HAUTE-VIENNE","Saint-Léger-Magnazeix","Farm","Saint-Léger-Magnazeix",46.283333,1.25,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"876","VOSGES","Clézentaine","Farm","Clézentaine",48.416667,6.533333,"05/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"877","VIENNE","JOURNET","Farm","JOURNET",46.466667,0.966667,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"878","NIÈVRE","CHEVROCHES","Farm","CHEVROCHES",47.45,3.55,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"879","MARNE","Sogny-en-l'Angle","Farm","Sogny-en-l'Angle",48.816667,4.8,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"880","INDRE","Chaillac","Farm","Chaillac",46.433333,1.3,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"881","CÔTE-D'OR","Drambon","Farm","Drambon",47.333333,5.366667,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"882","CHARENTE","Brillac","Farm","Brillac",46.066667,0.783333,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"883","MEURTHE-ET-MOSELLE","BARBAS","Farm","BARBAS",48.566667,6.85,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"884","HAUTE-VIENNE","GAJOUBERT","Farm","GAJOUBERT",46.116667,0.833333,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"885","MANCHE","SAINT-EBREMOND-DE-BONFOSSE","Farm","SAINT-EBREMOND-DE-BONFOSSE",49.066667,-1.15,"05/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"886","VIENNE","PERSAC","Farm","PERSAC",46.35,0.7,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"887","MARNE","Belval-sous-Châtillon","Farm","Belval-sous-Châtillon",49.116667,3.85,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"888","SAÔNE-ET-LOIRE","Sologny","Farm","Sologny",46.35,4.683333,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"889","NIÈVRE","SAINT-OUEN-SUR-LOIRE","Farm","SAINT-OUEN-SUR-LOIRE",46.866667,3.366667,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"890","INDRE","Velles","Farm","Velles",46.683333,1.65,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"891","CHARENTE","Saint-Maurice-des-Lions","Farm","Saint-Maurice-des-Lions",45.966667,0.7,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"892","CHARENTE","Brigueuil","Farm","Brigueuil",45.95308,0.85879,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"893","HAUTE-VIENNE","Bellac","Farm","Bellac",46.116667,1.05,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"894","NIÈVRE","MONT-ET-MARRE","Farm","MONT-ET-MARRE",47.083333,3.633333,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"895","MANCHE","ECULLEVILLE","Farm","ECULLEVILLE",49.683333,-1.816667,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"896","VIENNE","BOURESSE","Farm","BOURESSE",46.366667,0.616667,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"897","VIENNE","PRESSAC","Farm","PRESSAC",46.116667,0.566667,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"898","INDRE","BOUESSE","Farm","BOUESSE",46.616667,1.683333,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"899","MEURTHE-ET-MOSELLE","AUTREY","Farm","AUTREY",48.55,6.15,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"900","CREUSE","Saint-Pierre-de-Fursac","Farm","Saint-Pierre-de-Fursac",46.15,1.516667,"05/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"901","SAÔNE-ET-LOIRE","Beaurepaire-en-Bresse","Farm","Beaurepaire-en-Bresse",46.666667,5.383333,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"902","INDRE","ROUSSINES","Farm","ROUSSINES",46.466667,1.383333,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"903","CHER","NERONDES","Farm","NERONDES",47,2.833333,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"904","INDRE","MERS-SUR-INDRE","Farm","MERS-SUR-INDRE",46.65,1.883333,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"905","CHER","SAINT-MAUR","Farm","SAINT-MAUR",47.3,2.75,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"906","INDRE","SAINT-CHARTIER","Farm","SAINT-CHARTIER n°1",46.65,1.966667,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"907","HAUTE-SAÔNE","Chassey-lès-Montbozon","Farm","Chassey-lès-Montbozon",47.516667,6.333333,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"908","HAUTE-MARNE","Chézeaux","Farm","Chézeaux",47.883333,5.65,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"909","HAUTE-VIENNE","ROYERES","Farm","ROYERES",45.858333,1.433333,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"910","MANCHE","SAINT-SAUVEUR-LE-VICOMTE","Farm","SAINT-SAUVEUR-LE-VICOMTE",49.383333,-1.533333,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"911","SEINE-MARITIME","Pommeréval","Farm","Pommeréval",49.733333,1.316667,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"912","EURE","Droisy","Farm","Droisy",48.8,1.15,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"913","DEUX-SÈVRES","PARTHENAY","Farm","PARTHENAY",46.65,-0.25,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"914","VOSGES","VIMENIL","Farm","VIMENIL",48.233333,6.633333,"06/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"915","SEINE-MARITIME","Saint-Martin-l'Hortier","Farm","Saint-Martin-l'Hortier",49.75,1.4,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"916","INDRE-ET-LOIRE","Saint-Épain","Farm","Saint-Épain",47.133333,0.533333,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"917","CÔTE-D'OR","Saint-Victor-sur-Ouche","Farm","Saint-Victor-sur-Ouche",47.233333,4.75,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"918","INDRE","NEUILLAY-LES-BOIS","Farm","NEUILLAY-LES-BOIS",46.766667,1.483333,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"919","INDRE","MALICORNAY","Farm","MALICORNAY",46.583333,1.65,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"920","MANCHE","Le Val-Saint-Père","Farm","Le Val-Saint-Père",48.666667,-1.35,"06/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
